source,line,section,value,category,rule,evidence,context
notes/draft-methods.md,274,4.1 Urban extent,"5,507,866,225",neither,no resolver and no exemption,,"documentation: GISA over 5,507,866,225 pixels and GAIA over 3,105,244,301."
notes/draft-methods.md,274,4.1 Urban extent,"3,105,244,301",neither,no resolver and no exemption,,"documentation: GISA over 5,507,866,225 pixels and GAIA over 3,105,244,301."
notes/draft-methods.md,276,4.1 Urban extent,2018,self_evident,year as a date,,"For GISA in 2018 the correct selector returns 202,830,997 pixels where the"
notes/draft-methods.md,276,4.1 Urban extent,"202,830,997",neither,no resolver and no exemption,,"For GISA in 2018 the correct selector returns 202,830,997 pixels where the"
notes/draft-methods.md,277,4.1 Urban extent,"9,468,801",neither,no resolver and no exemption,,"one-sided form returns 9,468,801, a map of what was built in 2018 and 2019 alone."
notes/draft-methods.md,277,4.1 Urban extent,2018,self_evident,year as a date,,"one-sided form returns 9,468,801, a map of what was built in 2018 and 2019 alone."
notes/draft-methods.md,277,4.1 Urban extent,2019,self_evident,year as a date,,"one-sided form returns 9,468,801, a map of what was built in 2018 and 2019 alone."
notes/draft-methods.md,278,4.1 Urban extent,128,neither,no resolver and no exemption,,Neither product declares a nodata value; GAIA's is −128 and is undocumented.
notes/draft-methods.md,281,4.1 Urban extent,"19,786.9",measured,inline resolver,urban.gisa_2000,"provinces GISA gives 19,786.9<!--#urban.gisa_2000--> km² of impervious surface in"
notes/draft-methods.md,282,4.1 Urban extent,"16,387.1",measured,inline resolver,urban.gaia_2000,"2000 against GAIA's 16,387.1<!--#urban.gaia_2000--> km², and"
notes/draft-methods.md,282,4.1 Urban extent,2000,self_evident,year as a date,,"2000 against GAIA's 16,387.1<!--#urban.gaia_2000--> km², and"
notes/draft-methods.md,283,4.1 Urban extent,"39,532.2",measured,inline resolver,urban.gisa_2018,"39,532.2<!--#urban.gisa_2018--> km² in 2018 against GAIA's"
notes/draft-methods.md,283,4.1 Urban extent,2018,self_evident,year as a date,,"39,532.2<!--#urban.gisa_2018--> km² in 2018 against GAIA's"
notes/draft-methods.md,284,4.1 Urban extent,"49,348.0",measured,inline resolver,urban.gaia_2018,"49,348.0<!--#urban.gaia_2018--> km². **GISA is therefore 20.7 % larger in 2000"
notes/draft-methods.md,284,4.1 Urban extent,20.7,self_evident,label or pair beside a marked number,,"49,348.0<!--#urban.gaia_2018--> km². **GISA is therefore 20.7 % larger in 2000"
notes/draft-methods.md,284,4.1 Urban extent,2000,self_evident,year as a date,,"49,348.0<!--#urban.gaia_2018--> km². **GISA is therefore 20.7 % larger in 2000"
notes/draft-methods.md,285,4.1 Urban extent,19.9,neither,no resolver and no exemption,,"and 19.9 % smaller in 2018**, so the products disagree about the growth factor far"
notes/draft-methods.md,285,4.1 Urban extent,2018,self_evident,year as a date,,"and 19.9 % smaller in 2018**, so the products disagree about the growth factor far"
notes/draft-methods.md,286,4.1 Urban extent,2.0,measured,inline resolver,urban.gisa_factor,more than about the extent: 2.0<!--#urban.gisa_factor--> against
notes/draft-methods.md,287,4.1 Urban extent,3.0,measured,inline resolver,urban.gaia_factor,3.0<!--#urban.gaia_factor--> over 2000 to 2018. Both are year-of-change products
notes/draft-methods.md,287,4.1 Urban extent,2000,self_evident,year as a date,,3.0<!--#urban.gaia_factor--> over 2000 to 2018. Both are year-of-change products
notes/draft-methods.md,287,4.1 Urban extent,2018,self_evident,year as a date,,3.0<!--#urban.gaia_factor--> over 2000 to 2018. Both are year-of-change products
notes/draft-methods.md,293,4.2 Rice extent,4.2,self_evident,structural line,,### 4.2 Rice extent
notes/draft-methods.md,297,4.2 Rice extent,30,cited,in a draft's own exemption list,"introduction: inventory spread, at least 30 percent","* **A 30 m single-season rice product for China** covering 2017 onward,"
notes/draft-methods.md,297,4.2 Rice extent,2017,self_evident,year as a date,,"* **A 30 m single-season rice product for China** covering 2017 onward,"
notes/draft-methods.md,300,4.2 Rice extent,5,neither,no resolver and no exemption,,"* **GloRice (I)**, gridded annual paddy rice distribution at 5 arcmin for 1961 to"
notes/draft-methods.md,300,4.2 Rice extent,1961,self_evident,year as a date,,"* **GloRice (I)**, gridded annual paddy rice distribution at 5 arcmin for 1961 to"
notes/draft-methods.md,301,4.2 Rice extent,2021,self_evident,year as a date,," 2021 (Xie et al., 2025)."
notes/draft-methods.md,301,4.2 Rice extent,2025,self_evident,year as a date,," 2021 (Xie et al., 2025)."
notes/draft-methods.md,311,4.2 Rice extent,2018,self_evident,year as a date,,and a 2018 map of these four provinces is a year-2000 pattern with a provincial
notes/draft-methods.md,315,4.2 Rice extent,30,cited,in a draft's own exemption list,"introduction: inventory spread, at least 30 percent",Two limitations of the 30 m product bear directly on interpretation and are
notes/draft-methods.md,317,4.2 Rice extent,86.11,measured,inline resolver,rice.anhui_coverage_percent,86.11<!--#rice.anhui_coverage_percent--> % of the province that lies south of 33.3462° N
notes/draft-methods.md,317,4.2 Rice extent,33.3462,unresolved,"in an artefact, no resolver","the Anhui raster bound, exempted in the methods note",86.11<!--#rice.anhui_coverage_percent--> % of the province that lies south of 33.3462° N
notes/draft-methods.md,318,4.2 Rice extent,115.2682,neither,no resolver and no exemption,,"and east of 115.2682° E**, so the northern part of the province — which contains"
notes/draft-methods.md,319,4.2 Rice extent,1,self_evident,structural context,,the coalfield named in §1 — is unclassified rather than classified as
notes/draft-methods.md,321,4.2 Rice extent,0.03,unresolved,"equals a resolver's value, written unmarked",collinear.partial_weighted,parts of the record**: Shanghai's single-season count is stable to 0.03 % across
notes/draft-methods.md,322,4.2 Rice extent,2019,self_evident,year as a date,,2019 to 2025 while only 52.69 % of pixels labelled rice in 2019 are still so
notes/draft-methods.md,322,4.2 Rice extent,2025,self_evident,year as a date,,2019 to 2025 while only 52.69 % of pixels labelled rice in 2019 are still so
notes/draft-methods.md,322,4.2 Rice extent,52.69,neither,no resolver and no exemption,,2019 to 2025 while only 52.69 % of pixels labelled rice in 2019 are still so
notes/draft-methods.md,322,4.2 Rice extent,2019,self_evident,year as a date,,2019 to 2025 while only 52.69 % of pixels labelled rice in 2019 are still so
notes/draft-methods.md,323,4.2 Rice extent,2025,self_evident,year as a date,,"labelled in 2025, a Jaccard index of 0.3577; between 2023 and 2024, 5,651,475"
notes/draft-methods.md,323,4.2 Rice extent,0.3577,neither,no resolver and no exemption,,"labelled in 2025, a Jaccard index of 0.3577; between 2023 and 2024, 5,651,475"
notes/draft-methods.md,323,4.2 Rice extent,2023,self_evident,year as a date,,"labelled in 2025, a Jaccard index of 0.3577; between 2023 and 2024, 5,651,475"
notes/draft-methods.md,323,4.2 Rice extent,2024,self_evident,year as a date,,"labelled in 2025, a Jaccard index of 0.3577; between 2023 and 2024, 5,651,475"
notes/draft-methods.md,323,4.2 Rice extent,"5,651,475",neither,no resolver and no exemption,,"labelled in 2025, a Jaccard index of 0.3577; between 2023 and 2024, 5,651,475"
notes/draft-methods.md,324,4.2 Rice extent,"5,651,551",neither,no resolver and no exemption,,"pixels gained the label and 5,651,551 lost it. A stable total over a relocating"
notes/draft-methods.md,327,4.3 Aggregation to fractional cover,4.3,self_evident,structural line,,### 4.3 Aggregation to fractional cover
notes/draft-methods.md,332,4.3 Aggregation to fractional cover,25,neither,no resolver and no exemption,,Albers Equal Area projection with standard parallels at 25° and 47° north and a
notes/draft-methods.md,332,4.3 Aggregation to fractional cover,47,neither,no resolver and no exemption,,Albers Equal Area projection with standard parallels at 25° and 47° north and a
notes/draft-methods.md,333,4.3 Aggregation to fractional cover,105,neither,no resolver and no exemption,,"central meridian at 105° east, rather than by counting pixels, because pixel"
notes/draft-methods.md,338,4.3 Aggregation to fractional cover,926,self_evident,study box or lattice shape,,Across the 926 covered cells the median impervious fraction is
notes/draft-methods.md,339,4.3 Aggregation to fractional cover,0.0595,measured,inline resolver,grid.impervious_median,0.0595<!--#grid.impervious_median--> with
notes/draft-methods.md,340,4.3 Aggregation to fractional cover,136,measured,inline resolver,grid.impervious_zeros,136<!--#grid.impervious_zeros--> cells at zero.
notes/draft-methods.md,341,4.3 Aggregation to fractional cover,531,measured,inline resolver,grid.rice_rows,"531<!--#grid.rice_rows--> cells carry a rice fraction, of which"
notes/draft-methods.md,342,4.3 Aggregation to fractional cover,18,measured,inline resolver,grid.rice_zero_rows,"18<!--#grid.rice_zero_rows--> are recorded zeros, with a median single-season"
notes/draft-methods.md,343,4.3 Aggregation to fractional cover,0.1291,measured,inline resolver,grid.rice_single_median,fraction of 0.1291<!--#grid.rice_single_median--> and a median combined
notes/draft-methods.md,344,4.3 Aggregation to fractional cover,0.1366,measured,inline resolver,grid.rice_combined_median,single-and-double fraction of 0.1366<!--#grid.rice_combined_median-->. Rice
notes/draft-methods.md,345,4.3 Aggregation to fractional cover,0.3412,measured,inline resolver,grid.rice_coverage_median,coverage has a median of 0.3412<!--#grid.rice_coverage_median--> and falls below
notes/draft-methods.md,346,4.3 Aggregation to fractional cover,569,measured,inline resolver,grid.rice_coverage_below_99,"0.99 in 569<!--#grid.rice_coverage_below_99--> cells, which is the quantitative"
notes/draft-methods.md,346,4.3 Aggregation to fractional cover,0.99,self_evident,label or pair beside a marked number,,"0.99 in 569<!--#grid.rice_coverage_below_99--> cells, which is the quantitative"
notes/draft-methods.md,347,4.3 Aggregation to fractional cover,69,measured,inline resolver,grid.straddling_cells,form of the Anhui limitation above. 69<!--#grid.straddling_cells--> cells
notes/draft-methods.md,351,4.4 Covariates,4.4,self_evident,structural line,,### 4.4 Covariates
notes/draft-methods.md,364,4.4 Covariates,10,cited,in a draft's own exemption list,"methods: published precision filter, under 10 ppb","| Eastward wind at 10 m | Advective transport, the alternative explanation for a column gradient |"
notes/draft-methods.md,365,4.4 Covariates,10,cited,in a draft's own exemption list,"methods: published precision filter, under 10 ppb",| Northward wind at 10 m | As above |
notes/draft-methods.md,370,4.4 Covariates,"110,920",unresolved,"equals a resolver's value, written unmarked",composite.soundings,"110,920 soundings and cover all 926 cells."
notes/draft-methods.md,370,4.4 Covariates,926,self_evident,study box or lattice shape,,"110,920 soundings and cover all 926 cells."
notes/draft-methods.md,375,4.4 Covariates,2026,self_evident,year as a date,,"2026), so albedo is a co-retrieved parameter rather than an external"
notes/draft-methods.md,378,4.4 Covariates,166,measured,inline resolver,cov.albedo_negative,coupling and cannot remove the rest. 166<!--#cov.albedo_negative--> cells carry a
